ID,list,case,sex,age,acq_date,condition,stim_nr,stim_category,stim_A,stim_T,AC,TY
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,38,musizieren,A_Musiz2_13,T_Musiz2,musizieren,6
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,39,musizieren,A_Musiz3_13,T_Musiz3,musizieren,6
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,40,pfeifen,A_Pfeif1_14,T_Pfeif1,pfeifen,3
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,41,pfeifen,A_Pfeif2_14,T_Pfeif2,pfeifen,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,42,pfeifen,A_Pfeif3_14,T_Pfeif3,pfeifen,6
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,43,rasieren,A_Rasie1_15,T_Rasie1,rasieren,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,44,rasieren,A_Rasie2_15,T_Rasie2,rasieren,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,45,rasieren,A_Rasie3_15,T_Rasie3,rasieren,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,46,schminken,A_Schmi1_16,T_Schmi1,schminken,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,47,schminken,A_Schmi2_16,T_Schmi2,schminken,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,48,schminken,A_Schmi3_16,T_Schmi3,schminken,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,49,trinken,A_Trink1_17,T_Trink1,trinken,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,50,trinken,A_Trink2_17,T_Trink2,trinken,7
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,51,trinken,A_Trink3_17,T_Trink3,trinken,6
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,52,zerschneiden,A_Zersc1_18,T_Zersc1,zerschneiden,3
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,53,zerschneiden,A_Zersc2_18,T_Zersc2,zerschneiden,5
551,2,11,männlich,32,2021-04-18T13:16:10Z,dynamisch,54,zerschneiden,A_Zersc3_18,T_Zersc3,zerschneiden,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,1,arbeiten,A_Arbei1_1,T_Arbei1,arbeiten,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,2,arbeiten,A_Arbei2_1,T_Arbei2,arbeiten,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,3,arbeiten,A_Arbei3_1,T_Arbei3,arbeiten,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,4,auspacken,A_Auspa1_2,T_Auspa1,auspacken,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,5,auspacken,A_Auspa2_2,T_Auspa2,auspacken,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,6,auspacken,A_Auspa3_2,T_Auspa3,auspacken,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,7,diskutieren,A_Disku1_3,T_Disku1,diskutieren,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,8,diskutieren,A_Disku2_3,T_Disku2,diskutieren,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,9,diskutieren,A_Disku3_3,T_Disku3,diskutieren,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,10,eintauchen,A_Einta1_4,T_Einta1,eintauchen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,11,eintauchen,A_Einta2_4,T_Einta2,eintauchen,2
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,12,eintauchen,A_Einta3_4,T_Einta3,hüpfen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,13,falten,A_Falte1_5,T_Falte1,falten,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,14,falten,A_Falte2_5,T_Falte2,falten,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,15,falten,A_Falte3_5,T_Falte3,falten,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,16,feiern,A_Feier1_6,T_Feier1,feiern,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,17,feiern,A_Feier2_6,T_Feier2,feiern,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,18,feiern,A_Feier3_6,T_Feier3,feiern,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,19,fotografieren,A_Fotog1_7,T_Fotog1,fotografieren,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,20,fotografieren,A_Fotog2_7,T_Fotog2,fotografieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,21,fotografieren,A_Fotog3_7,T_Fotog3,fotografieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,22,fragen,A_Frage1_8,T_Frage1,fragen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,23,fragen,A_Frage2_8,T_Frage2,fragen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,24,fragen,A_Frage3_8,T_Frage3,fragen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,25,grillen,A_Grill1_9,T_Grill1,grillen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,26,grillen,A_Grill2_9,T_Grill2,grillen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,27,grillen,A_Grill3_9,T_Grill3,grillen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,28,heiraten,A_Heira1_10,T_Heira1,heiraten,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,29,heiraten,A_Heira2_10,T_Heira2,heiraten,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,30,heiraten,A_Heira3_10,T_Heira3,heiraten,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,31,hüpfen,A_Huepf1_11,T_Huepf1,hüpfen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,32,hüpfen,A_Huepf2_11,T_Huepf2,hüpfen,4
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,33,hüpfen,A_Huepf3_11,T_Huepf3,hüpfen,3
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,34,kämmen,A_Kaemm1_12,T_Kaemm1,kämmen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,35,kämmen,A_Kaemm2_12,T_Kaemm2,kämmen,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,36,kämmen,A_Kaemm3_12,T_Kaemm3,kämmen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,37,musizieren,A_Musiz1_13,T_Musiz1,musizieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,38,musizieren,A_Musiz2_13,T_Musiz2,musizieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,39,musizieren,A_Musiz3_13,T_Musiz3,musizieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,40,pfeifen,A_Pfeif1_14,T_Pfeif1,pfeifen,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,41,pfeifen,A_Pfeif2_14,T_Pfeif2,pfeifen,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,42,pfeifen,A_Pfeif3_14,T_Pfeif3,pfeifen,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,43,rasieren,A_Rasie1_15,T_Rasie1,rasieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,44,rasieren,A_Rasie2_15,T_Rasie2,rasieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,45,rasieren,A_Rasie3_15,T_Rasie3,rasieren,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,46,schminken,A_Schmi1_16,T_Schmi1,schminken,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,47,schminken,A_Schmi2_16,T_Schmi2,schminken,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,48,schminken,A_Schmi3_16,T_Schmi3,schminken,6
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,49,trinken,A_Trink1_17,T_Trink1,trinken,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,50,trinken,A_Trink2_17,T_Trink2,trinken,7
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,51,trinken,A_Trink3_17,T_Trink3,trinken,5
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,52,zerschneiden,A_Zersc1_18,T_Zersc1,zerschneiden,4
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,53,zerschneiden,A_Zersc2_18,T_Zersc2,zerschneiden,3
875,2,12,weiblich,50,2021-04-18T15:44:21Z,dynamisch,54,zerschneiden,A_Zersc3_18,T_Zersc3,zerschneiden,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,1,arbeiten,A_Arbei1_1,T_Arbei1,arbeiten,3
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,2,arbeiten,A_Arbei2_1,T_Arbei2,arbeiten,2
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,3,arbeiten,A_Arbei3_1,T_Arbei3,zerschneiden,4
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,4,auspacken,A_Auspa1_2,T_Auspa1,auspacken,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,5,auspacken,A_Auspa2_2,T_Auspa2,auspacken,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,6,auspacken,A_Auspa3_2,T_Auspa3,auspacken,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,7,diskutieren,A_Disku1_3,T_Disku1,diskutieren,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,8,diskutieren,A_Disku2_3,T_Disku2,diskutieren,3
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,9,diskutieren,A_Disku3_3,T_Disku3,diskutieren,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,10,eintauchen,A_Einta1_4,T_Einta1,eintauchen,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,11,eintauchen,A_Einta2_4,T_Einta2,eintauchen,3
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,12,eintauchen,A_Einta3_4,T_Einta3,eintauchen,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,13,falten,A_Falte1_5,T_Falte1,falten,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,14,falten,A_Falte2_5,T_Falte2,falten,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,15,falten,A_Falte3_5,T_Falte3,falten,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,16,feiern,A_Feier1_6,T_Feier1,feiern,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,17,feiern,A_Feier2_6,T_Feier2,feiern,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,18,feiern,A_Feier3_6,T_Feier3,feiern,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,19,fotografieren,A_Fotog1_7,T_Fotog1,fotografieren,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,20,fotografieren,A_Fotog2_7,T_Fotog2,fotografieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,21,fotografieren,A_Fotog3_7,T_Fotog3,fotografieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,22,fragen,A_Frage1_8,T_Frage1,fragen,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,23,fragen,A_Frage2_8,T_Frage2,fragen,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,24,fragen,A_Frage3_8,T_Frage3,fragen,3
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,25,grillen,A_Grill1_9,T_Grill1,grillen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,26,grillen,A_Grill2_9,T_Grill2,grillen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,27,grillen,A_Grill3_9,T_Grill3,grillen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,28,heiraten,A_Heira1_10,T_Heira1,heiraten,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,29,heiraten,A_Heira2_10,T_Heira2,heiraten,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,30,heiraten,A_Heira3_10,T_Heira3,heiraten,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,31,hüpfen,A_Huepf1_11,T_Huepf1,hüpfen,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,32,hüpfen,A_Huepf2_11,T_Huepf2,hüpfen,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,33,hüpfen,A_Huepf3_11,T_Huepf3,hüpfen,2
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,34,kämmen,A_Kaemm1_12,T_Kaemm1,kämmen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,35,kämmen,A_Kaemm2_12,T_Kaemm2,kämmen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,36,kämmen,A_Kaemm3_12,T_Kaemm3,kämmen,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,37,musizieren,A_Musiz1_13,T_Musiz1,musizieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,38,musizieren,A_Musiz2_13,T_Musiz2,musizieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,39,musizieren,A_Musiz3_13,T_Musiz3,musizieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,40,pfeifen,A_Pfeif1_14,T_Pfeif1,pfeifen,2
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,41,pfeifen,A_Pfeif2_14,T_Pfeif2,pfeifen,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,42,pfeifen,A_Pfeif3_14,T_Pfeif3,pfeifen,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,43,rasieren,A_Rasie1_15,T_Rasie1,rasieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,44,rasieren,A_Rasie2_15,T_Rasie2,rasieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,45,rasieren,A_Rasie3_15,T_Rasie3,rasieren,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,46,schminken,A_Schmi1_16,T_Schmi1,schminken,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,47,schminken,A_Schmi2_16,T_Schmi2,schminken,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,48,schminken,A_Schmi3_16,T_Schmi3,kämmen,6
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,49,trinken,A_Trink1_17,T_Trink1,trinken,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,50,trinken,A_Trink2_17,T_Trink2,trinken,7
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,51,trinken,A_Trink3_17,T_Trink3,trinken,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,52,zerschneiden,A_Zersc1_18,T_Zersc1,zerschneiden,5
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,53,zerschneiden,A_Zersc2_18,T_Zersc2,zerschneiden,3
348,2,13,weiblich,20,2021-04-18T18:17:29Z,dynamisch,54,zerschneiden,A_Zersc3_18,T_Zersc3,zerschneiden,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,1,arbeiten,A_Arbei1_1,T_Arbei1,arbeiten,2
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,2,arbeiten,A_Arbei2_1,T_Arbei2,arbeiten,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,3,arbeiten,A_Arbei3_1,T_Arbei3,arbeiten,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,4,auspacken,A_Auspa1_2,T_Auspa1,auspacken,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,5,auspacken,A_Auspa2_2,T_Auspa2,auspacken,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,6,auspacken,A_Auspa3_2,T_Auspa3,falten,3
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,7,diskutieren,A_Disku1_3,T_Disku1,diskutieren,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,8,diskutieren,A_Disku2_3,T_Disku2,fragen,3
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,9,diskutieren,A_Disku3_3,T_Disku3,diskutieren,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,10,eintauchen,A_Einta1_4,T_Einta1,hüpfen,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,11,eintauchen,A_Einta2_4,T_Einta2,hüpfen,1
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,12,eintauchen,A_Einta3_4,T_Einta3,hüpfen,3
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,13,falten,A_Falte1_5,T_Falte1,falten,3
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,14,falten,A_Falte2_5,T_Falte2,falten,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,15,falten,A_Falte3_5,T_Falte3,falten,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,16,feiern,A_Feier1_6,T_Feier1,feiern,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,17,feiern,A_Feier2_6,T_Feier2,feiern,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,18,feiern,A_Feier3_6,T_Feier3,feiern,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,19,fotografieren,A_Fotog1_7,T_Fotog1,fotografieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,20,fotografieren,A_Fotog2_7,T_Fotog2,fotografieren,5
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,21,fotografieren,A_Fotog3_7,T_Fotog3,fotografieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,22,fragen,A_Frage1_8,T_Frage1,fragen,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,23,fragen,A_Frage2_8,T_Frage2,diskutieren,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,24,fragen,A_Frage3_8,T_Frage3,fragen,1
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,25,grillen,A_Grill1_9,T_Grill1,grillen,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,26,grillen,A_Grill2_9,T_Grill2,grillen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,27,grillen,A_Grill3_9,T_Grill3,grillen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,28,heiraten,A_Heira1_10,T_Heira1,heiraten,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,29,heiraten,A_Heira2_10,T_Heira2,heiraten,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,30,heiraten,A_Heira3_10,T_Heira3,heiraten,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,31,hüpfen,A_Huepf1_11,T_Huepf1,hüpfen,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,32,hüpfen,A_Huepf2_11,T_Huepf2,hüpfen,3
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,33,hüpfen,A_Huepf3_11,T_Huepf3,hüpfen,1
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,34,kämmen,A_Kaemm1_12,T_Kaemm1,kämmen,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,35,kämmen,A_Kaemm2_12,T_Kaemm2,kämmen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,36,kämmen,A_Kaemm3_12,T_Kaemm3,kämmen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,37,musizieren,A_Musiz1_13,T_Musiz1,musizieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,38,musizieren,A_Musiz2_13,T_Musiz2,musizieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,39,musizieren,A_Musiz3_13,T_Musiz3,musizieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,40,pfeifen,A_Pfeif1_14,T_Pfeif1,pfeifen,1
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,41,pfeifen,A_Pfeif2_14,T_Pfeif2,pfeifen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,42,pfeifen,A_Pfeif3_14,T_Pfeif3,pfeifen,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,43,rasieren,A_Rasie1_15,T_Rasie1,rasieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,44,rasieren,A_Rasie2_15,T_Rasie2,rasieren,6
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,45,rasieren,A_Rasie3_15,T_Rasie3,rasieren,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,46,schminken,A_Schmi1_16,T_Schmi1,schminken,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,47,schminken,A_Schmi2_16,T_Schmi2,schminken,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,48,schminken,A_Schmi3_16,T_Schmi3,schminken,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,49,trinken,A_Trink1_17,T_Trink1,trinken,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,50,trinken,A_Trink2_17,T_Trink2,trinken,7
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,51,trinken,A_Trink3_17,T_Trink3,trinken,2
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,52,zerschneiden,A_Zersc1_18,T_Zersc1,arbeiten,1
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,53,zerschneiden,A_Zersc2_18,T_Zersc2,zerschneiden,4
921,2,15,weiblich,23,2021-04-18T21:06:20Z,dynamisch,54,zerschneiden,A_Zersc3_18,T_Zersc3,zerschneiden,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,1,arbeiten,A_Arbei1_1,T_Arbei1,arbeiten,3
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,2,arbeiten,A_Arbei2_1,T_Arbei2,arbeiten,5
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,3,arbeiten,A_Arbei3_1,T_Arbei3,arbeiten,2
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,4,auspacken,A_Auspa1_2,T_Auspa1,auspacken,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,5,auspacken,A_Auspa2_2,T_Auspa2,auspacken,5
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,6,auspacken,A_Auspa3_2,T_Auspa3,falten,2
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,7,diskutieren,A_Disku1_3,T_Disku1,diskutieren,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,8,diskutieren,A_Disku2_3,T_Disku2,diskutieren,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,9,diskutieren,A_Disku3_3,T_Disku3,diskutieren,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,10,eintauchen,A_Einta1_4,T_Einta1,hüpfen,5
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,11,eintauchen,A_Einta2_4,T_Einta2,hüpfen,3
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,12,eintauchen,A_Einta3_4,T_Einta3,hüpfen,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,13,falten,A_Falte1_5,T_Falte1,falten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,14,falten,A_Falte2_5,T_Falte2,falten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,15,falten,A_Falte3_5,T_Falte3,falten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,16,feiern,A_Feier1_6,T_Feier1,feiern,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,17,feiern,A_Feier2_6,T_Feier2,heiraten,5
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,18,feiern,A_Feier3_6,T_Feier3,feiern,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,19,fotografieren,A_Fotog1_7,T_Fotog1,fotografieren,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,20,fotografieren,A_Fotog2_7,T_Fotog2,fotografieren,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,21,fotografieren,A_Fotog3_7,T_Fotog3,fotografieren,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,22,fragen,A_Frage1_8,T_Frage1,diskutieren,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,23,fragen,A_Frage2_8,T_Frage2,fragen,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,24,fragen,A_Frage3_8,T_Frage3,fragen,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,25,grillen,A_Grill1_9,T_Grill1,grillen,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,26,grillen,A_Grill2_9,T_Grill2,grillen,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,27,grillen,A_Grill3_9,T_Grill3,grillen,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,28,heiraten,A_Heira1_10,T_Heira1,heiraten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,29,heiraten,A_Heira2_10,T_Heira2,heiraten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,30,heiraten,A_Heira3_10,T_Heira3,heiraten,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,31,hüpfen,A_Huepf1_11,T_Huepf1,hüpfen,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,32,hüpfen,A_Huepf2_11,T_Huepf2,hüpfen,7
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,33,hüpfen,A_Huepf3_11,T_Huepf3,hüpfen,6
411,2,16,weiblich,20,2021-04-18T22:20:29Z,dynamisch,34,kämmen,A_Kaemm1_12,T_Kaemm1,kämmen,7
